Expediente,Mercado,FechaResolucion,Decision,Rubro,Efecto
IO-005-2016,"PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE CEPILLOS DENTALES ADQUIRIDOS POR EL SECTOR SALUD EN EL TERRITORIO NACIONAL",2020-08-13,Sanción,IO,
IO-005-2017,"SERVICIO DE MANTENIMIENTO, ESTABILIZACIÓN Y/O PROTECCIÓN DE TALUDES Y TERRAPLENES DE AUTOPISTAS EN EL TRAMO CARRETERO CUERNAVACA-ACAPULCO",2020-08-13,CIERRE POR INEXISTENCIA DE ELEMENTOS,IO,
DE-028-2020,,2020-12-08,Desechamiento,DE,
DE-011-2020,,2020-10-08,No presentada,DE,
DE-008-2020,,2020-09-08,No presentada,DE,
DE-007-2020,,2020-07-13,Desechamiento,DE,
DE-009-2020,,2020-07-13,Desechamiento,DE,
IO-002-2017,SERVICIOS DE PLATAFORMAS DE COMERCIO ELECTRÓNICO EN MÉXICO Y SERVICIOS RELACIONADOS CON LOS MISMOS,2020-05-14,CIERRE POR INEXISTENCIA DE ELEMENTOS,IO,
DE-020-2017,MERCADO DEL ACERO ADQUIRIDO POR AUTORIDADES PUBLICAS EN EL TERRITORIO NACIONAL,2020-07-05,CIERRE POR INEXISTENCIA DE ELEMENTOS,DE,
DE-018-2018,SERVICIO DE AFILIACIÓN A COLEGIOS DE CORREDORES PÚBLICOS EN LAS PLAZAS QUE CONFORMAN EL TERRITORIO NACIONAL Y SERVICIOS RELACIONADOS,2020-04-30,CIERRE POR INEXISTENCIA DE ELEMENTOS,DE,
DE-016-2015,"DE LA PRODUCCIÓN, DISTRIBUCIÓN Y/O COMERCIALIZACIÓN AL MAYOREO DE SAL",2020-11-03,Cierre,DE,
IEBC-002-2017,"MERCADO DE LA PRODUCCIÓN, DISTRIBUCIÓN Y/O COMERCIALIZACIÓN DE LECHE BRONCA DE BOVINO PARA USO INDUSTRIAL CON ORIGEN Y/O DESTINO EN EL ESTADO DE CHIHUAHUA,",2020-02-24,Barreras a la competencia,IEBC,
DE-003-2020,,2020-02-20,Desechamiento,DE,
DE-049-2019,,2020-10-02,No presentada,DE,
DE-048-2019,,2020-07-02,No presentada,DE,
DE-047-2019,,2020-04-02,No presentada,DE,
DE-020-2014,MERCADO DE MATERIALES DE CURACIÓN DE POLIETILENO ADQUIRIDOS POR EL SECTOR SALUD EN EL TERRITORIO NACIONAL.,2020-01-30,Sanción,DE,
DE-044-2019,,2020-01-28,No presentada,DE,
DE-045-2019,,2020-01-22,No presentada,DE,
DE-043-2019,,2020-01-17,No presentada,DE,
DE-041-2019,,2020-01-13,No presentada,DE,
CNT-046-2025,,2025-11-07,AUTORIZADA,CNT,HORIZONTAL
CNT-041-2025,,2025-06-26,AUTORIZADA,CNT,HORIZONTAL
CNT-044-2025,,2025-06-26,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-052-2025,,2025-06-26,AUTORIZADA,CNT,VERTICAL
CNT-059-2025,,2025-06-26,AUTORIZADA,CNT,HORIZONTAL
CNT-005-2025,,2025-06-19,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-029-2025,,2025-06-19,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-032-2025,,2025-06-19,AUTORIZADA,CNT,HORIZONTAL
CNT-054-2025,,2025-06-19,AUTORIZADA,CNT,HORIZONTAL
CNT-056-2025,,2025-06-19,AUTORIZADA,CNT,HORIZONTAL
CNT-045-2025,,2025-12-06,AUTORIZADA,CNT,HORIZONTAL
CNT-050-2025,,2025-12-06,AUTORIZADA,CNT,VERTICAL
CNT-057-2025,,2025-12-06,AUTORIZADA,CNT,HORIZONTAL
CNT-151-2024,,2025-12-06,AUTORIZADA,CNT,HORIZONTAL
CNT-159-2024,,2025-11-06,AUTORIZADA,CNT,HORIZONTAL
CNT-042-2025,,2025-06-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-160-2024,,2025-06-06,AUTORIZADA,CNT,VERTICAL
CNT-018-2025,,2025-05-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-025-2025,,2025-05-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-036-2025,,2025-05-06,AUTORIZADA,CNT,HORIZONTAL
CNT-040-2025,,2025-05-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-049-2025,,2025-05-06,AUTORIZADA,CNT,HORIZONTAL
CNT-055-2025,,2025-05-06,AUTORIZADA,CNT,HORIZONTAL
CNT-134-2024,,2025-05-29,AUTORIZADA,CNT,HORIZONTAL
CNT-039-2025,,2025-05-22,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-043-2025,,2025-05-22,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-002-2025,,2025-05-15,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-033-2025,,2025-05-15,AUTORIZADA,CNT,VERTICAL
CNT-024-2025,,2025-05-13,AUTORIZADA,CNT,HORIZONTAL
CNT-101-2024,,2025-05-13,AUTORIZADA,CNT,HORIZONTAL
CNT-001-2025,,2025-04-30,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-012-2025,,2025-04-30,AUTORIZADA,CNT,HORIZONTAL
CNT-028-2025,,2025-04-30,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-074-2024,,2025-04-30,AUTORIZADA,CNT,HORIZONTAL
CNT-007-2025,,2025-04-24,AUTORIZADA,CNT,HORIZONTAL
CNT-023-2025,,2025-04-24,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-037-2025,,2025-04-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-131-2024,,2025-04-24,AUTORIZADA,CNT,HORIZONTAL
CNT-010-2025,,2025-11-04,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-155-2024,,2025-11-04,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-004-2025,,2025-03-04,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-006-2025,,2025-03-04,AUTORIZADA,CNT,HORIZONTAL
CNT-011-2025,,2025-03-04,AUTORIZADA,CNT,HORIZONTAL
CNT-142-2024,,2025-03-04,AUTORIZADA,CNT,HORIZONTAL
CNT-158-2024,,2025-03-04,AUTORIZADA,CNT,VERTICAL
CNT-008-2025,,2025-03-27,AUTORIZADA,CNT,HORIZONTAL
CNT-013-2025,,2025-03-27,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-016-2025,,2025-03-27,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-020-2025,,2025-03-27,AUTORIZADA,CNT,HORIZONTAL
CNT-021-2025,,2025-03-27,AUTORIZADA,CNT,HORIZONTAL
CNT-146-2024,,2025-03-27,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-152-2024,,2025-03-27,AUTORIZADA,CNT,HORIZONTAL
CNT-157-2024,,2025-03-27,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-163-2024,,2025-03-27,AUTORIZADA,CNT,HORIZONTAL
CNT-014-2025,,2025-03-20,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-017-2025,,2025-03-20,AUTORIZADA,CNT,HORIZONTAL
CNT-116-2024,,2025-03-20,AUTORIZADA,CNT,VERTICAL
CNT-154-2024,,2025-03-20,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-022-2025,,2025-03-13,AUTORIZADA,CNT,VERTICAL
CNT-130-2024,,2025-03-13,AUTORIZADA,CNT,HORIZONTAL
CNT-143-2024,,2025-03-13,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-156-2024,,2025-03-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-162-2024,,2025-03-13,AUTORIZADA,CNT,HORIZONTAL
CNT-164-2024,,2025-03-13,AUTORIZADA,CNT,HORIZONTAL
CNT-003-2025,,2025-06-03,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-144-2024,,2025-06-03,AUTORIZADA,CNT,HORIZONTAL
CNT-153-2024,,2025-06-03,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-149-2024,,2025-02-27,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-128-2024,,2025-02-20,AUTORIZADA,CNT,HORIZONTAL
CNT-129-2024,,2025-02-20,AUTORIZADA,CNT,HORIZONTAL
CNT-138-2024,,2025-02-20,AUTORIZADA,CNT,HORIZONTAL
CNT-150-2024,,2025-02-20,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-045-2024,,2025-02-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-104-2024,,2025-02-13,AUTORIZADA,CNT,HORIZONTAL
CNT-148-2024,,2025-02-13,AUTORIZADA,CNT,HORIZONTAL
CNT-105-2024,,2025-06-02,AUTORIZADA,CNT,HORIZONTAL
CNT-137-2024,,2025-06-02,AUTORIZADA,CNT,HORIZONTAL
CNT-147-2024,,2025-06-02,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-139-2024,,2025-01-31,AUTORIZADA,CNT,HORIZONTAL
CNT-110-2024,,2025-01-23,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-111-2024,,2025-01-17,AUTORIZADA,CNT,HORIZONTAL
CNT-133-2024,,2025-01-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-141-2024,,2025-01-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-140-2024,,2025-09-01,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-135-2024,,2024-12-20,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-072-2024,,2024-12-19,AUTORIZADA,CNT,HORIZONTAL
CNT-090-2024,,2024-12-19,AUTORIZADA,CNT,HORIZONTAL
CNT-106-2024,,2024-12-19,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-114-2024,,2024-12-19,AUTORIZADA,CNT,HORIZONTAL
CNT-121-2024,,2024-12-19,AUTORIZADA,CNT,VERTICAL
CNT-123-2024,,2024-12-19,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-132-2024,,2024-12-19,AUTORIZADA,CNT,HORIZONTAL
CNT-080-2024,,2024-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-085-2024,,2024-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-089-2024,,2024-12-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-094-2024,,2024-12-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-109-2024,,2024-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-112-2024,,2024-12-12,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-119-2024,,2024-12-12,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-124-2024,,2024-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-126-2024,,2024-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-065-2024,,2024-09-12,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-078-2024,,2024-09-12,AUTORIZADA,CNT,HORIZONTAL
CNT-113-2024,,2024-09-12,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-117-2024,,2024-09-12,AUTORIZADA,CNT,HORIZONTAL
CNT-122-2024,,2024-09-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-044-2024-I,,2024-11-22,AUTORIZADA,CNT,HORIZONTAL
CNT-127-2024,,2024-11-14,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-048-2024,,2024-12-11,NO AUTORIZADA,CNT,HORIZONTAL
CNT-115-2024,,2024-08-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-081-2024,,2024-10-31,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-102-2024,,2024-10-31,AUTORIZADA,CNT,HORIZONTAL
CNT-125-2024,,2024-10-31,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-068-2024,,2024-10-25,AUTORIZADA,CNT,HORIZONTAL
CNT-108-2024,,2024-10-25,AUTORIZADA,CNT,HORIZONTAL
CNT-092-2024,,2024-10-17,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-107-2024,,2024-10-17,AUTORIZADA,CNT,HORIZONTAL
CNT-120-2024,,2024-10-17,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-004-2024-I,,2024-10-10,AUTORIZADA,CNT,HORIZONTAL
CNT-067-2024,,2024-10-10,AUTORIZADA,CNT,HORIZONTAL
CNT-095-2024,,2024-10-10,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-096-2024,,2024-10-10,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-066-2024,,2024-03-10,AUTORIZADA,CNT,VERTICAL
CNT-084-2024,,2024-03-10,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-088-2024,,2024-03-10,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-093-2024,,2024-03-10,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-097-2024,,2024-03-10,AUTORIZADA,CNT,HORIZONTAL
CNT-098-2024,,2024-03-10,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-077-2024,,2024-09-26,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-083-2024,,2024-09-26,AUTORIZADA,CNT,HORIZONTAL
CNT-087-2024,,2024-09-26,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-049-2024,,2024-09-25,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-055-2024,,2024-09-19,AUTORIZADA,CNT,HORIZONTAL
CNT-060-2024,,2024-09-19,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-061-2024,,2024-09-19,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-063-2024,,2024-09-19,AUTORIZADA,CNT,HORIZONTAL
CNT-058-2024,,2024-09-17,AUTORIZADA,CNT,HORIZONTAL
CNT-062-2024,,2024-09-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-086-2024,,2024-09-17,AUTORIZADA,CNT,HORIZONTAL
CNT-057-2024,,2024-05-09,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-075-2024,,2024-05-09,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-079-2024,,2024-05-09,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-099-2024,,2024-05-09,AUTORIZADA,CNT,HORIZONTAL
CNT-052-2024,,2024-08-29,AUTORIZADA,CNT,VERTICAL
CNT-071-2024,,2024-08-29,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-073-2024,,2024-08-29,AUTORIZADA,CNT,VERTICAL
CNT-091-2024,,2024-08-29,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-022-2024,,2024-08-22,AUTORIZADA,CNT,HORIZONTAL
CNT-043-2024,,2024-08-22,AUTORIZADA,CNT,HORIZONTAL
CNT-053-2024,,2024-08-22,AUTORIZADA,CNT,HORIZONTAL
CNT-076-2024,,2024-08-22,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-013-2024,,2024-08-19,AUTORIZADA,CNT,HORIZONTAL
CNT-018-2023,,2024-08-19,NO AUTORIZADA,CNT,HORIZONTAL
CNT-132-2023,,2024-08-19,AUTORIZADA,CNT,HORIZONTAL
CNT-008-2024,,2024-08-08,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-039-2024,,2024-08-08,AUTORIZADA,CNT,HORIZONTAL
CNT-094-2023,,2024-08-08,AUTORIZADA,CNT,HORIZONTAL
CNT-070-2023,,2024-11-07,AUTORIZADA,CNT,HORIZONTAL
CNT-051-2024,,2024-10-07,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-064-2024,,2024-10-07,AUTORIZADA,CNT,VERTICAL
CNT-069-2024,,2024-10-07,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-012-2024,,2024-06-27,AUTORIZADA,CNT,HORIZONTAL
CNT-031-2024,,2024-06-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-034-2024,,2024-06-27,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-046-2024,,2024-06-21,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-056-2024,,2024-06-21,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-059-2024,,2024-06-21,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-121-2023,,2024-06-21,AUTORIZADA,CNT,HORIZONTAL
CNT-035-2024,,2024-06-19,AUTORIZADA,CNT,HORIZONTAL
CNT-038-2024,,2024-06-19,AUTORIZADA,CNT,HORIZONTAL
CNT-042-2024,,2024-06-17,AUTORIZADA,CNT,HORIZONTAL
CNT-145-2023,,2024-06-17,AUTORIZADA,CNT,VERTICAL
CNT-010-2024,,2024-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-026-2024,,2024-07-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-027-2024,,2024-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-028-2024,,2024-07-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-032-2024,,2024-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-041-2024,,2024-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-021-2024,,2024-05-30,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-030-2024,,2024-05-30,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-018-2024,,2024-05-23,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-025-2024,,2024-05-23,AUTORIZADA,CNT,HORIZONTAL
CNT-017-2024,,2024-05-20,AUTORIZADA,CNT,HORIZONTAL
CNT-024-2024,,2024-05-20,AUTORIZADA,CNT,HORIZONTAL
CNT-040-2024,,2024-05-20,AUTORIZADA,CNT,HORIZONTAL
CNT-146-2023,,2024-02-05,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-011-2024,,2024-04-25,AUTORIZADA,CNT,HORIZONTAL
CNT-015-2024,,2024-04-25,AUTORIZADA,CNT,HORIZONTAL
CNT-016-2024,,2024-04-25,AUTORIZADA,CNT,HORIZONTAL
CNT-023-2024,,2024-04-25,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-033-2024,,2024-04-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-036-2024,,2024-04-25,AUTORIZADA,CNT,HORIZONTAL
CNT-140-2023,,2024-04-25,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-133-2023,,2024-04-18,AUTORIZADA,CNT,HORIZONTAL
CNT-137-2023,,2024-04-18,AUTORIZADA,CNT,HORIZONTAL
CNT-006-2024,,2024-08-04,AUTORIZADA,CNT,HORIZONTAL
CNT-007-2024,,2024-08-04,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-003-2024,,2024-03-15,AUTORIZADA,CNT,HORIZONTAL
CNT-020-2024,,2024-03-15,AUTORIZADA,CNT,VERTICAL
CNT-143-2023,,2024-03-15,AUTORIZADA,CNT,HORIZONTAL
CNT-144-2023,,2024-03-15,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-124-2023,,2024-07-03,AUTORIZADA,CNT,HORIZONTAL
CNT-126-2023,,2024-04-03,AUTORIZADA,CNT,HORIZONTAL
CNT-141-2023,,2024-04-03,AUTORIZADA,CNT,HORIZONTAL
CNT-135-2022-I,,2024-02-21,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,CNT,
CNT-002-2024,,2024-02-20,AUTORIZADA,CNT,HORIZONTAL
CNT-014-2024,,2024-02-20,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-118-2023,,2024-02-15,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-130-2023,,2024-02-15,AUTORIZADA,CNT,HORIZONTAL
CNT-134-2023,,2024-02-15,AUTORIZADA,CNT,HORIZONTAL
CNT-101-2023,,2024-02-13,CONDICIONADA,CNT,HORIZONTAL
CNT-001-2024,,2024-08-02,AUTORIZADA,CNT,HORIZONTAL
CNT-136-2023,,2024-08-02,AUTORIZADA,CNT,HORIZONTAL
CNT-098-2023,,2024-01-02,AUTORIZADA,CNT,VERTICAL
CNT-123-2023,,2024-01-02,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-142-2023,,2024-01-02,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-116-2023,,2024-01-25,AUTORIZADA,CNT,HORIZONTAL
CNT-131-2023,,2024-01-25,AUTORIZADA,CNT,HORIZONTAL
CNT-135-2023,,2024-01-25,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-138-2023,,2024-01-25,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-119-2023,,2024-01-18,AUTORIZADA,CNT,HORIZONTAL
CNT-127-2023,,2024-01-18,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-128-2023,,2024-01-18,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-139-2023,,2024-01-18,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-113-2023,,2024-04-01,AUTORIZADA,CNT,HORIZONTAL
CNT-045-2023,,2023-12-14,AUTORIZADA,CNT,VERTICAL
CNT-090-2023,,2023-12-14,AUTORIZADA,CNT,HORIZONTAL
CNT-125-2023,,2023-12-14,AUTORIZADA,CNT,VERTICAL
CNT-129-2023,,2023-12-14,AUTORIZADA,CNT,HORIZONTAL
CNT-104-2023,,2023-11-12,AUTORIZADA,CNT,VERTICAL
CNT-115-2023,,2023-11-12,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-106-2023,,2023-11-30,AUTORIZADA,CNT,HORIZONTAL
CNT-122-2023,,2023-11-30,AUTORIZADA,CNT,HORIZONTAL
CNT-092-2023,,2023-11-23,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-093-2023,,2023-11-23,AUTORIZADA,CNT,VERTICAL
CNT-095-2023,,2023-11-23,AUTORIZADA,CNT,HORIZONTAL
CNT-096-2023,,2023-11-23,AUTORIZADA,CNT,HORIZONTAL
CNT-109-2023,,2023-11-23,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-111-2023,,2023-11-23,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-114-2023,,2023-11-23,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-117-2023,,2023-11-23,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-066-2023,,2023-11-14,AUTORIZADA,CNT,HORIZONTAL
CNT-091-2023,,2023-11-14,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-088-2023,,2023-09-11,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-103-2023,,2023-09-11,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-105-2023,,2023-09-11,AUTORIZADA,CNT,HORIZONTAL
CNT-107-2023,,2023-09-11,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-110-2023,,2023-09-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-076-2023,,2023-06-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-089-2023,,2023-06-11,AUTORIZADA,CNT,HORIZONTAL
CNT-097-2023,,2023-06-11,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-112-2023,,2023-06-11,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-084-2023,,2023-10-26,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-075-2023,,2023-10-25,AUTORIZADA,CNT,HORIZONTAL
CNT-077-2023,,2023-10-25,AUTORIZADA,CNT,HORIZONTAL
CNT-080-2023,,2023-10-25,AUTORIZADA,CNT,HORIZONTAL
CNT-085-2023,,2023-10-25,AUTORIZADA,CNT,VERTICAL
CNT-086-2023,,2023-10-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-099-2023,,2023-10-25,AUTORIZADA,CNT,HORIZONTAL
CNT-107-2022,,2023-10-13,NO AUTORIZADA,CNT,HORIZONTAL
CNT-078-2023,,2023-12-10,AUTORIZADA,CNT,HORIZONTAL
CNT-087-2023,,2023-12-10,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-068-2023,,2023-05-10,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-074-2023,,2023-05-10,AUTORIZADA,CNT,HORIZONTAL
CNT-082-2023,,2023-05-10,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-043-2023,,2023-09-27,AUTORIZADA,CNT,HORIZONTAL
CNT-079-2023,,2023-09-27,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-081-2023,,2023-09-27,AUTORIZADA,CNT,HORIZONTAL
CNT-083-2023,,2023-09-27,AUTORIZADA,CNT,HORIZONTAL
CNT-030-2023,,2023-09-21,AUTORIZADA,CNT,HORIZONTAL
CNT-073-2023,,2023-09-21,AUTORIZADA,CNT,HORIZONTAL
CNT-069-2023,,2023-09-14,AUTORIZADA,CNT,HORIZONTAL
CNT-072-2023,,2023-06-09,AUTORIZADA,CNT,HORIZONTAL
CNT-060-2023,,2023-08-31,AUTORIZADA,CNT,HORIZONTAL
CNT-061-2023,,2023-08-24,AUTORIZADA,CNT,HORIZONTAL
CNT-067-2023,,2023-08-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-063-2023,,2023-08-17,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-071-2023,,2023-08-17,AUTORIZADA,CNT,VERTICAL
CNT-023-2023,,2023-10-08,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-065-2023,,2023-10-08,AUTORIZADA,CNT,HORIZONTAL
CNT-123-2022,,2023-10-08,AUTORIZADA,CNT,HORIZONTAL
CNT-044-2023,,2023-03-08,AUTORIZADA,CNT,HORIZONTAL
CNT-064-2023,,2023-07-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
